transaction_id,user_id,amount,hour,device_risk_score,ip_risk_score,transaction_type,merchant_category,country,is_fraud
1054,58074,113.51,1,0.4947,0.2621,purchase,retail,DE,0
1055,46734,366.77,7,0.4854,0.4688,transfer,gaming,FR,1
1056,12447,60.56,17,0.0546,0.2547,purchase,retail,CN,0
1057,45344,18.72,16,0.121,0.4584,withdrawal,electronics,US,0
1058,14184,21.34,19,0.0591,0.0878,purchase,electronics,DE,0
1059,37556,29.37,7,0.0658,0.1941,purchase,electronics,DE,0
1060,37335,338.09,14,0.1869,0.5252,purchase,grocery,DE,0
1061,27730,38.32,17,0.4348,0.3304,purchase,grocery,DE,0
1062,11116,16.36,12,0.1265,0.0901,purchase,retail,DE,0
1063,91635,16.28,7,0.0795,0.1743,purchase,travel,DE,0
1064,46267,7.14,6,0.2541,0.1665,purchase,grocery,NL,0
1065,56363,3.0,14,0.1893,0.2885,transfer,retail,NL,0
1066,38402,38.02,12,0.1669,0.047,purchase,grocery,DE,0
1067,49133,305.58,21,0.0821,0.3253,transfer,retail,DE,0
1068,54881,195.83,18,0.1293,0.1467,purchase,grocery,FR,0
1069,24018,29.87,2,0.5287,0.5019,transfer,gaming,NL,1
1070,18456,18.51,16,0.2932,0.1439,withdrawal,grocery,NL,0
1071,39898,48.3,22,0.1664,0.0683,purchase,retail,DE,0
1072,50576,12.24,15,0.031,0.3349,purchase,grocery,DE,0
1073,97283,115.62,22,0.8678,0.8863,transfer,crypto,CN,1
1074,25142,13.94,6,0.3664,0.2004,purchase,crypto,CN,0
1075,25537,15.37,5,0.2178,0.2532,purchase,grocery,DE,0
1076,49270,35.1,18,0.0832,0.0171,purchase,grocery,US,0
1077,91327,36.41,10,0.117,0.0791,transfer,travel,NL,0
1078,27940,264.03,20,0.3354,0.0927,purchase,grocery,FR,0
1079,57593,74.72,7,0.0615,0.1853,transfer,retail,DE,0
1080,69595,31.93,8,0.1686,0.3294,purchase,electronics,GB,0
1081,97725,43.85,17,0.2953,0.1612,purchase,electronics,FR,0
1082,27575,133.2,18,0.1745,0.0022,purchase,electronics,DE,0
1083,46418,13.56,19,0.1639,0.0417,refund,retail,US,0
1084,13054,11.89,6,0.0694,0.6724,purchase,grocery,NL,0
1085,43643,73.84,10,0.2197,0.1475,refund,grocery,GB,0
1086,98250,31.91,14,0.1955,0.1367,purchase,travel,DE,0
1087,65167,8.67,20,0.0159,0.1415,purchase,electronics,DE,0
1088,72550,40.3,9,0.2575,0.089,purchase,grocery,DE,0
1089,64978,14.71,14,0.404,0.0113,transfer,electronics,DE,0
1090,79779,174.39,7,0.4354,0.0561,purchase,travel,US,0
1091,24598,26.0,16,0.474,0.6471,refund,electronics,DE,0
1092,14573,75.89,7,0.1285,0.389,purchase,electronics,DE,0
1093,68402,107.3,23,0.8379,0.5126,purchase,electronics,FR,0
1094,69309,18.88,6,0.1692,0.0971,purchase,grocery,CN,0
1095,51144,45.36,15,0.1025,0.1346,purchase,travel,DE,0
1096,57792,68.06,17,0.5193,0.0555,purchase,retail,CN,0
1097,16270,46.91,9,0.0279,0.3472,withdrawal,grocery,CN,0
1098,92789,57.8,9,0.3919,0.5284,purchase,gaming,DE,0
1099,27181,13.73,14,0.048,0.2104,transfer,retail,NL,0
1100,72649,68.1,14,0.1169,0.2719,purchase,grocery,NL,0
1101,42403,172.2,2,0.3442,0.6026,transfer,travel,US,1
1102,28523,28.13,16,0.8515,0.7837,purchase,travel,DE,0
1103,15496,57.23,13,0.0351,0.0287,purchase,retail,RU,0
1104,24491,92.94,8,0.3297,0.3451,purchase,retail,NL,0
1105,73075,75.07,20,0.3335,0.096,transfer,gaming,GB,0
1106,30403,57.19,8,0.235,0.8612,purchase,retail,GB,0
1107,64600,73.39,13,0.034,0.0587,transfer,retail,DE,0
1108,64695,76.34,20,0.1425,0.3423,purchase,travel,NL,0
1109,24421,151.59,20,0.2152,0.022,purchase,electronics,US,0
1110,50009,41.31,8,0.2849,0.1235,purchase,retail,GB,0
1111,54641,48.88,9,0.0731,0.2518,purchase,retail,FR,0
1112,96148,620.54,14,0.0751,0.1099,purchase,electronics,FR,0
1113,86912,28.03,10,0.0357,0.0169,purchase,retail,NL,0
1114,77652,13.67,16,0.2136,0.4002,purchase,retail,DE,0
1115,40137,64.67,12,0.1407,0.0696,purchase,retail,DE,0
1116,20739,63.58,3,0.0937,0.165,purchase,travel,DE,1
1117,36207,35.69,9,0.0855,0.2148,purchase,gaming,FR,0
1118,95546,15.24,11,0.1047,0.2542,purchase,electronics,RU,0
1119,44483,65.07,15,0.3889,0.2359,purchase,grocery,GB,0
1120,78164,51.32,5,0.3362,0.566,refund,travel,NL,1
1121,20073,143.52,17,0.0411,0.2267,purchase,gaming,DE,0
1122,12502,75.84,10,0.7128,0.1184,transfer,retail,DE,0
1123,50767,101.39,6,0.2626,0.0669,purchase,retail,DE,0
1124,91225,4.92,10,0.4368,0.4022,transfer,grocery,US,0
1125,84544,30.26,14,0.1063,0.0758,purchase,electronics,DE,0
1126,69073,203.25,17,0.769,0.7917,transfer,retail,FR,0
1127,27248,32.17,19,0.331,0.0898,purchase,grocery,NL,0
1128,43138,79.66,2,0.2404,0.3182,transfer,grocery,GB,1
1129,30312,45.9,22,0.1593,0.1095,withdrawal,retail,US,0
1130,15026,81.32,13,0.04,0.1291,purchase,electronics,DE,0
1131,20866,9.88,19,0.2449,0.0984,purchase,retail,DE,0
1132,82326,348.82,9,0.2346,0.0181,purchase,grocery,DE,0
1133,13997,44.91,13,0.0117,0.2732,purchase,retail,DE,0
1134,29180,207.05,13,0.3101,0.6563,withdrawal,grocery,DE,0
1135,43407,14.87,17,0.1237,0.1415,purchase,retail,NL,0
1136,52425,30.74,17,0.2082,0.0342,purchase,gaming,DE,0
1137,90648,19.32,9,0.0728,0.0558,transfer,travel,NL,0
1138,95978,17.65,19,0.5875,0.3122,purchase,grocery,US,0
1139,98397,185.19,12,0.8298,0.4953,purchase,crypto,DE,1
1140,78400,110.86,19,0.0801,0.008,purchase,retail,FR,0
1141,18891,139.09,21,0.1532,0.3511,purchase,retail,CN,0
1142,60034,26.52,11,0.1877,0.3508,purchase,grocery,FR,0
1143,79108,27.38,23,0.0261,0.2171,purchase,retail,FR,0
1144,43973,26.34,17,0.1035,0.3387,purchase,grocery,DE,0
1145,87925,28.42,15,0.2225,0.0594,purchase,retail,NL,0
1146,69419,14.52,11,0.092,0.0714,refund,grocery,GB,0
1147,65679,34.13,18,0.466,0.0254,refund,electronics,DE,0
1148,64064,215.32,17,0.2614,0.0312,purchase,grocery,NL,0
1149,35487,22.33,13,0.0906,0.1493,purchase,retail,FR,0
1150,32052,48.51,23,0.4806,0.0929,purchase,travel,RU,0
1151,18971,52.14,9,0.4092,0.0879,withdrawal,gaming,DE,0
1152,82144,26.49,14,0.1978,0.1866,withdrawal,gaming,FR,0
1153,85126,37.62,10,0.1669,0.0195,purchase,grocery,FR,0
1154,20746,266.36,11,0.2327,0.2688,purchase,grocery,FR,0
1155,26910,257.85,10,0.7109,0.7797,purchase,retail,DE,0
1156,29037,53.26,5,0.1853,0.5711,transfer,travel,RU,1
1157,65628,31.02,14,0.4071,0.5602,transfer,retail,FR,1
1158,22944,255.46,6,0.659,0.8473,purchase,crypto,CN,1
1159,14249,125.13,1,0.3314,0.7474,transfer,crypto,DE,1
1160,64729,17.36,10,0.2268,0.0627,purchase,gaming,DE,0
1161,13093,223.07,21,0.3672,0.4333,purchase,gaming,GB,1
1162,13254,19.55,10,0.093,0.0825,purchase,retail,DE,0
1163,14663,17.28,4,0.2141,0.2467,transfer,grocery,DE,0
1164,96127,104.43,3,0.0232,0.4147,purchase,grocery,DE,0
1165,97167,30.3,16,0.0157,0.1585,purchase,retail,US,0
1166,66198,52.13,10,0.141,0.1654,purchase,grocery,FR,0
1167,49444,232.16,1,0.1629,0.0059,purchase,grocery,GB,0
1168,91040,42.14,6,0.1813,0.4277,withdrawal,retail,DE,0
1169,18086,77.5,8,0.142,0.2486,purchase,retail,CN,0
1170,21055,66.18,3,0.0978,0.1986,purchase,grocery,US,0
1171,53973,25.79,21,0.142,0.0767,transfer,crypto,RU,0
1172,28913,104.62,13,0.1032,0.0399,withdrawal,crypto,GB,0
1173,53015,20.65,11,0.0318,0.1361,purchase,grocery,GB,0
1174,77843,132.81,13,0.2622,0.0662,withdrawal,electronics,NL,0
1175,11411,25.81,7,0.2512,0.121,purchase,electronics,GB,0
1176,85969,28.32,15,0.2469,0.2133,purchase,gaming,DE,0
1177,90076,16.86,22,0.1828,0.0072,withdrawal,travel,DE,0
1178,34209,19.38,7,0.02,0.1597,purchase,retail,DE,0
1179,89482,29.58,7,0.0562,0.0489,refund,crypto,GB,0
1180,75062,5.38,14,0.0556,0.1787,withdrawal,grocery,DE,0
1181,36891,34.87,7,0.0697,0.036,purchase,retail,US,0
1182,86013,27.61,7,0.5448,0.5281,transfer,grocery,FR,0
1183,99891,83.22,15,0.3744,0.0508,transfer,crypto,GB,0
1184,37115,60.92,14,0.8511,0.2763,purchase,travel,FR,0
1185,76522,23.3,8,0.1496,0.0636,purchase,travel,US,0
1186,41461,28.8,18,0.1403,0.2877,withdrawal,grocery,RU,0
1187,62193,34.83,6,0.2336,0.2542,purchase,electronics,GB,0
1188,46763,150.36,10,0.2776,0.1677,purchase,retail,US,0
1189,12261,21.14,16,0.7619,0.3907,purchase,retail,US,0
1190,78438,23.06,14,0.0132,0.2914,purchase,gaming,FR,0
1191,10382,16.29,14,0.7384,0.3951,purchase,grocery,DE,0
1192,42005,12.06,15,0.2936,0.4528,purchase,gaming,NL,0
1193,68016,55.2,14,0.2329,0.0763,transfer,retail,DE,0
1194,19602,50.52,19,0.1635,0.1298,refund,travel,FR,0
1195,35003,126.51,13,0.0909,0.114,purchase,retail,DE,0
1196,60402,103.05,11,0.33,0.4596,transfer,retail,DE,0
1197,37702,326.21,17,0.1132,0.2198,purchase,retail,GB,0
1198,14869,39.93,9,0.0279,0.2804,transfer,retail,DE,0
1199,61719,34.07,17,0.1327,0.0847,purchase,crypto,CN,0
1200,60239,14.08,9,0.0727,0.0138,purchase,travel,DE,0
1201,10602,76.87,12,0.2117,0.4052,purchase,gaming,DE,0
1202,36870,47.03,16,0.0712,0.2075,purchase,retail,CN,0
1203,59257,73.96,14,0.4095,0.3273,purchase,electronics,US,0
1204,71984,16.15,6,0.3163,0.1892,purchase,retail,DE,0
1205,32170,176.16,11,0.67,0.6686,refund,travel,DE,1
1206,26510,679.19,4,0.6548,0.1663,purchase,grocery,DE,1
1207,36530,57.33,11,0.0821,0.3543,purchase,retail,US,0
1208,77287,50.62,18,0.0378,0.4912,transfer,gaming,US,0
1209,34855,47.86,23,0.2,0.2545,purchase,retail,FR,0
1210,93561,23.79,12,0.0571,0.0625,purchase,electronics,US,0
1211,15400,116.85,6,0.2033,0.0649,purchase,gaming,FR,0
1212,76889,1198.05,10,0.033,0.0611,purchase,retail,DE,0
1213,96354,16.55,12,0.7113,0.5178,purchase,gaming,DE,0
1214,37048,576.2,5,0.4098,0.4218,purchase,grocery,DE,0
1215,36201,3.68,19,0.1308,0.1932,purchase,travel,DE,0
1216,58944,75.06,13,0.0538,0.4809,refund,electronics,GB,0
1217,69686,8.67,11,0.0392,0.2001,purchase,travel,DE,0
1218,85491,27.22,11,0.2613,0.08,transfer,crypto,GB,0
1219,90981,102.99,2,0.0171,0.0824,purchase,gaming,FR,0
1220,80932,246.96,0,0.1116,0.0585,transfer,crypto,DE,1
1221,43275,43.04,14,0.4718,0.5696,purchase,gaming,CN,1
1222,14982,35.4,12,0.1249,0.0548,purchase,retail,NL,0
1223,55022,86.75,12,0.0262,0.1105,purchase,electronics,GB,0
1224,15539,8.77,10,0.0176,0.1232,purchase,grocery,GB,0
1225,78909,31.33,15,0.0014,0.0587,purchase,retail,FR,0
1226,19966,27.48,11,0.2536,0.2366,withdrawal,retail,NL,0
1227,18613,163.02,13,0.0581,0.2111,refund,retail,DE,0
1228,51302,61.37,19,0.0932,0.2059,withdrawal,grocery,GB,0
1229,63624,15.63,10,0.5529,0.74,purchase,retail,GB,0
1230,26227,133.85,19,0.6798,0.8075,withdrawal,grocery,DE,1
1231,62389,28.49,11,0.2032,0.1851,purchase,retail,RU,0
1232,73079,159.6,19,0.2672,0.1494,transfer,crypto,DE,0
1233,23390,78.04,10,0.1181,0.222,purchase,gaming,DE,0
1234,90791,139.16,11,0.2218,0.1774,purchase,travel,CN,0
1235,26746,33.89,17,0.4625,0.1622,purchase,crypto,DE,0
1236,11990,34.82,14,0.7694,0.7807,purchase,grocery,NL,0
1237,92959,26.92,21,0.6717,0.8881,purchase,grocery,CN,0
1238,76921,9.94,12,0.0531,0.3436,purchase,grocery,NL,0
1239,77263,23.9,12,0.2365,0.2395,purchase,retail,DE,0
1240,13377,138.49,3,0.1567,0.4302,purchase,grocery,DE,0
1241,53483,30.75,8,0.0985,0.3715,purchase,grocery,DE,0
1242,16987,38.95,13,0.082,0.0717,purchase,grocery,NL,0
1243,80345,47.92,8,0.2307,0.0946,purchase,grocery,CN,0
1244,48969,50.42,16,0.6888,0.2696,transfer,crypto,NL,1
1245,88991,280.18,11,0.1186,0.2155,purchase,grocery,DE,0
1246,99956,42.84,9,0.2893,0.0488,purchase,electronics,FR,0
1247,37717,743.07,1,0.1221,0.2862,purchase,crypto,GB,0
1248,36714,25.57,12,0.3389,0.3032,purchase,electronics,US,0
1249,98064,34.11,14,0.0498,0.2396,transfer,retail,US,0
1250,56084,42.98,10,0.2986,0.2635,purchase,retail,GB,0
1251,74303,22.02,17,0.3091,0.3439,purchase,gaming,DE,0
1252,97971,35.76,7,0.4596,0.1805,purchase,retail,DE,0
1253,47135,90.45,6,0.0983,0.3027,purchase,retail,NL,0
1254,66653,21.54,21,0.3495,0.0668,purchase,retail,DE,0
1255,79844,42.52,20,0.3629,0.2846,refund,grocery,FR,0
1256,42763,77.67,11,0.1434,0.2152,purchase,retail,DE,0
1257,69799,21.1,11,0.1075,0.3766,purchase,retail,DE,0
1258,39463,107.89,18,0.2746,0.1487,transfer,retail,GB,0
1259,79948,45.24,13,0.1234,0.0929,withdrawal,grocery,NL,0
1260,35364,36.95,7,0.5221,0.0297,purchase,electronics,DE,0
1261,53713,55.62,19,0.7038,0.4939,purchase,electronics,FR,1
1262,17413,7.71,7,0.0787,0.1904,purchase,crypto,CN,0
1263,87743,215.78,7,0.3182,0.2967,purchase,retail,FR,0
1264,19349,58.31,17,0.056,0.3562,purchase,travel,NL,0
1265,13179,187.46,14,0.2375,0.042,purchase,retail,NL,0
1266,75758,68.9,9,0.2201,0.2213,purchase,travel,DE,0
1267,26282,110.75,7,0.2671,0.5112,purchase,retail,US,0
1268,60057,15.21,7,0.191,0.1275,purchase,grocery,NL,0
1269,99408,38.18,16,0.3753,0.2632,purchase,grocery,DE,0
1270,21630,22.38,2,0.8673,0.3946,purchase,electronics,CN,1
1271,29998,120.02,19,0.4673,0.2258,purchase,crypto,DE,0
1272,46248,19.99,13,0.0457,0.2002,transfer,retail,RU,0
1273,82368,96.59,17,0.3533,0.0391,transfer,electronics,CN,0
1274,31056,65.25,23,0.6545,0.6282,purchase,travel,DE,1
1275,97532,79.31,9,0.0191,0.0435,withdrawal,electronics,GB,0
1276,47761,53.71,13,0.049,0.215,purchase,grocery,FR,0
1277,74020,32.16,11,0.0801,0.2505,transfer,travel,NL,0
1278,66135,18.39,6,0.1119,0.1024,withdrawal,grocery,FR,0
1279,52247,192.3,12,0.2368,0.022,purchase,travel,US,0
1280,21106,72.75,18,0.0928,0.2548,purchase,retail,GB,0
1281,47718,56.8,4,0.1327,0.0805,transfer,electronics,DE,0
1282,74720,29.94,12,0.3835,0.2023,purchase,grocery,DE,0
1283,25804,43.91,19,0.2603,0.2253,purchase,crypto,GB,0
1284,13508,48.91,17,0.179,0.0794,transfer,grocery,RU,0
1285,57443,59.73,12,0.5802,0.4316,purchase,gaming,GB,0
1286,10953,79.38,8,0.0477,0.2089,purchase,retail,FR,0
1287,38910,21.87,18,0.1784,0.1838,transfer,retail,GB,0
1288,86237,12.22,7,0.6163,0.6579,purchase,electronics,GB,0
1289,29847,45.68,9,0.1033,0.4533,purchase,gaming,GB,0
1290,74134,9.63,7,0.0969,0.1649,purchase,grocery,CN,0
1291,18954,32.29,11,0.4449,0.6533,purchase,retail,NL,0
1292,17544,27.58,14,0.2958,0.1429,transfer,grocery,FR,0
1293,43435,64.59,18,0.7623,0.8305,withdrawal,electronics,GB,0
1294,15488,229.34,12,0.0939,0.1544,purchase,grocery,US,0
1295,73158,8.14,22,0.0974,0.083,purchase,electronics,NL,0
1296,84528,293.85,14,0.0117,0.3759,purchase,grocery,DE,0
1297,22085,34.88,14,0.1883,0.1049,purchase,retail,DE,0
1298,18095,256.18,8,0.6184,0.8,transfer,travel,US,0
1299,61301,12.77,8,0.6806,0.6757,withdrawal,retail,FR,0
1300,76981,99.22,13,0.3985,0.1538,purchase,grocery,RU,0
1301,23743,44.05,16,0.6005,0.5194,purchase,gaming,DE,0
1302,66179,40.36,8,0.1524,0.1599,purchase,retail,GB,0
1303,36776,8.19,12,0.4295,0.3624,purchase,grocery,FR,0
1304,85688,45.27,10,0.3088,0.4104,purchase,retail,DE,0
1305,69983,87.27,11,0.0268,0.3101,purchase,retail,DE,0
1306,50787,34.78,8,0.0487,0.3877,purchase,grocery,DE,0
1307,56957,115.36,7,0.3793,0.3421,purchase,retail,FR,0
1308,62016,111.38,10,0.1855,0.1962,purchase,retail,US,0
1309,41887,143.71,3,0.5605,0.625,transfer,grocery,CN,1
1310,22387,24.66,19,0.1522,0.0835,purchase,electronics,RU,0
1311,72585,164.98,18,0.093,0.0755,purchase,retail,FR,0
1312,89620,44.19,6,0.2453,0.0666,transfer,travel,CN,0
1313,59915,44.36,6,0.3634,0.0672,purchase,grocery,US,0
1314,42462,80.42,3,0.2091,0.0469,purchase,electronics,US,1
1315,90316,30.13,11,0.3121,0.7441,withdrawal,electronics,DE,1
1316,30402,46.25,12,0.3098,0.0612,purchase,grocery,DE,0
1317,47670,45.1,9,0.2153,0.7365,purchase,grocery,DE,0
1318,12686,20.15,0,0.74,0.3305,transfer,grocery,CN,1
1319,67873,4.55,18,0.301,0.7006,purchase,grocery,US,0
1320,50776,36.32,12,0.054,0.1204,withdrawal,retail,NL,0
1321,82391,13.34,19,0.0495,0.1383,purchase,gaming,GB,0
1322,10141,169.42,6,0.3179,0.0755,purchase,retail,NL,0
1323,69680,636.67,9,0.9709,0.6669,transfer,retail,FR,1
1324,65583,163.72,22,0.1222,0.2793,purchase,travel,DE,0
1325,54084,87.72,17,0.1478,0.0719,purchase,electronics,FR,0
1326,76453,34.72,16,0.1012,0.0891,purchase,retail,DE,0
1327,15999,18.05,21,0.1961,0.2058,purchase,retail,GB,0
1328,20074,24.31,12,0.2766,0.4768,purchase,gaming,DE,0
1329,88080,221.68,7,0.3541,0.2808,purchase,retail,FR,0
1330,51934,23.61,12,0.1147,0.4327,purchase,grocery,DE,0
1331,16183,5.74,18,0.0721,0.2704,purchase,retail,GB,0
1332,51420,513.67,19,0.2234,0.1044,purchase,grocery,FR,0
1333,52459,152.24,12,0.2938,0.1788,purchase,retail,GB,0
1334,22277,174.22,16,0.1308,0.1001,purchase,gaming,GB,0
1335,29764,102.78,9,0.1118,0.627,transfer,retail,GB,0
1336,55859,118.07,8,0.5114,0.5992,withdrawal,electronics,CN,0
1337,77607,44.48,13,0.0071,0.5376,withdrawal,grocery,DE,0
1338,69261,7.28,11,0.2189,0.3076,purchase,grocery,DE,0
1339,70516,43.54,7,0.0227,0.2704,purchase,travel,DE,0
1340,73296,72.12,17,0.4753,0.3892,purchase,travel,FR,0
1341,29537,37.9,13,0.1787,0.0432,withdrawal,electronics,FR,0
1342,21548,36.46,12,0.0746,0.1504,transfer,retail,US,0
1343,74997,18.74,8,0.0526,0.1089,purchase,grocery,RU,0
1344,75565,18.15,9,0.2558,0.3948,transfer,electronics,DE,0
1345,40926,202.84,15,0.6727,0.2448,purchase,retail,CN,0
1346,69646,209.18,19,0.0126,0.0856,purchase,retail,DE,0
1347,34631,42.43,8,0.5831,0.0896,withdrawal,retail,DE,0
1348,23614,54.02,18,0.4149,0.5005,withdrawal,retail,GB,0
1349,20903,18.47,17,0.0086,0.0845,purchase,retail,DE,0
1350,27826,73.42,18,0.269,0.0615,purchase,retail,GB,0
1351,39499,189.75,13,0.1022,0.0277,purchase,retail,US,0
1352,39058,11.59,10,0.7596,0.8498,purchase,retail,NL,0
1353,97248,63.07,17,0.151,0.0138,purchase,gaming,US,0
1354,76091,67.23,12,0.696,0.637,purchase,travel,DE,0
1355,25272,66.58,8,0.0743,0.327,purchase,grocery,DE,0
1356,39513,116.62,2,0.5617,0.9273,purchase,crypto,DE,1
1357,91887,171.81,11,0.0632,0.1166,purchase,electronics,FR,0
1358,78078,239.99,11,0.1621,0.0897,withdrawal,travel,RU,0
1359,96144,34.87,12,0.1105,0.0572,purchase,retail,NL,0
1360,70301,269.41,20,0.2808,0.1639,purchase,travel,GB,0
1361,58179,45.68,11,0.3169,0.2175,purchase,gaming,CN,0
1362,75778,24.85,9,0.4833,0.2145,transfer,retail,GB,0
1363,66173,53.53,22,0.1096,0.1367,purchase,crypto,NL,0
1364,16674,39.14,19,0.3748,0.8336,refund,crypto,DE,1
1365,46620,75.25,9,0.2534,0.2296,purchase,grocery,US,0
1366,49838,51.13,0,0.2189,0.1251,purchase,grocery,DE,0
1367,59683,20.11,18,0.7233,0.763,purchase,retail,NL,0
1368,25368,28.67,21,0.2213,0.0863,transfer,retail,US,0
1369,80559,28.86,15,0.0967,0.1944,purchase,grocery,FR,0
1370,17035,20.78,11,0.018,0.3247,purchase,crypto,US,0
1371,94154,55.51,13,0.0433,0.3079,withdrawal,electronics,GB,0
1372,36444,60.67,18,0.5921,0.541,purchase,gaming,DE,0
1373,57828,97.77,19,0.3195,0.238,purchase,electronics,NL,0
1374,67734,20.51,6,0.4684,0.0608,refund,electronics,FR,0
1375,45018,26.03,19,0.7778,0.3359,refund,retail,DE,0
1376,75236,159.39,14,0.0677,0.2928,purchase,electronics,GB,0
1377,14355,36.97,2,0.3125,0.0169,purchase,electronics,DE,0
1378,91553,43.62,6,0.2283,0.3615,purchase,travel,NL,0
1379,43707,36.64,3,0.3385,0.2301,purchase,travel,DE,0
1380,74762,111.39,21,0.4973,0.1351,purchase,electronics,FR,0
1381,10264,115.13,11,0.1256,0.0218,purchase,retail,GB,0
1382,17619,132.78,19,0.7519,0.4414,purchase,retail,RU,1
1383,40564,109.53,16,0.0402,0.1171,purchase,retail,NL,0
1384,73644,43.49,0,0.149,0.0791,transfer,gaming,FR,0
1385,90362,20.26,17,0.713,0.892,purchase,retail,FR,0
1386,17605,685.21,15,0.5653,0.5217,purchase,travel,NL,1
1387,95867,218.42,12,0.1124,0.3186,purchase,retail,DE,0
1388,84692,88.05,20,0.1229,0.2716,purchase,travel,FR,0
1389,88516,28.84,12,0.283,0.2866,purchase,grocery,US,0
1390,13381,154.38,8,0.3792,0.6817,purchase,gaming,RU,1
1391,28256,142.63,17,0.0193,0.5737,purchase,electronics,US,0
1392,59519,192.92,14,0.1525,0.0455,purchase,grocery,DE,0
1393,51237,141.05,12,0.3039,0.1028,transfer,crypto,DE,0
1394,83773,6.06,4,0.9291,0.3485,purchase,gaming,US,1
1395,99180,149.39,21,0.4431,0.1089,purchase,electronics,DE,0
1396,42717,19.43,12,0.1733,0.0198,purchase,travel,FR,0
1397,68677,434.36,19,0.1088,0.0857,purchase,grocery,US,0
1398,47471,501.28,2,0.1064,0.0959,purchase,retail,NL,0
1399,96285,392.55,15,0.0017,0.1239,purchase,retail,DE,0
1400,69245,22.62,20,0.0308,0.2342,refund,electronics,FR,0
1401,53759,143.69,20,0.3207,0.1461,purchase,electronics,DE,0
1402,38989,1063.88,20,0.9479,0.7538,purchase,travel,RU,1
1403,15111,14.78,11,0.2677,0.2549,withdrawal,travel,RU,1
1404,95175,43.15,12,0.2794,0.3965,purchase,retail,FR,0
1405,64734,14.8,12,0.0645,0.0242,purchase,grocery,DE,0
1406,27817,38.4,18,0.1795,0.4806,purchase,retail,DE,0
1407,38744,42.61,10,0.1496,0.3852,transfer,electronics,DE,0
1408,13366,17.29,21,0.0015,0.0549,transfer,electronics,DE,0
1409,62450,55.44,9,0.1642,0.2535,purchase,grocery,DE,0
1410,94620,95.98,5,0.3128,0.1785,transfer,travel,DE,0
1411,67133,70.41,11,0.7658,0.1547,purchase,crypto,FR,1
1412,51537,52.06,17,0.2456,0.1762,purchase,grocery,RU,0
1413,44618,26.83,11,0.4752,0.2056,transfer,grocery,NL,0
1414,82851,37.48,10,0.1346,0.1548,transfer,electronics,NL,0
1415,82791,42.36,10,0.2309,0.1453,purchase,retail,FR,0
1416,70459,51.15,22,0.1767,0.2256,purchase,retail,DE,0
1417,38192,109.22,13,0.1465,0.0076,purchase,travel,FR,0
1418,80432,53.58,23,0.8146,0.6489,transfer,electronics,DE,0
1419,32177,12.91,10,0.1485,0.2353,purchase,travel,DE,0
1420,41795,26.36,11,0.7505,0.9758,purchase,retail,GB,0
1421,38084,48.97,8,0.442,0.0949,purchase,grocery,DE,0
1422,95187,110.55,11,0.1682,0.5332,purchase,grocery,GB,0
1423,93551,128.15,5,0.5191,0.1223,transfer,gaming,DE,0
1424,33883,192.19,0,0.1594,0.3479,purchase,travel,FR,0
1425,99995,47.51,11,0.3032,0.6325,refund,grocery,NL,0
1426,66151,29.17,1,0.7872,0.4471,transfer,retail,US,1
1427,85408,81.35,16,0.1126,0.0375,purchase,grocery,NL,0
1428,57619,42.39,3,0.3521,0.3896,withdrawal,crypto,FR,1
1429,40921,12.35,11,0.0693,0.3592,withdrawal,grocery,RU,0
1430,15796,61.28,12,0.479,0.1328,purchase,retail,FR,0
1431,81662,72.12,11,0.1611,0.3484,purchase,travel,DE,0
1432,83252,40.32,12,0.0587,0.297,purchase,grocery,GB,0
1433,50421,112.19,6,0.3605,0.4766,transfer,travel,GB,1
1434,18217,558.56,17,0.5316,0.2415,purchase,retail,DE,0
1435,62832,55.04,17,0.1486,0.602,purchase,grocery,FR,0
1436,79277,20.4,18,0.1334,0.2233,purchase,electronics,US,0
1437,56581,60.14,8,0.0178,0.1868,transfer,retail,DE,0
1438,50409,166.45,11,0.3287,0.1827,transfer,electronics,FR,0
1439,88431,18.79,18,0.3501,0.4579,purchase,grocery,DE,0
1440,71937,254.08,21,0.4642,0.6436,transfer,retail,CN,0
1441,93622,105.3,13,0.2583,0.2001,withdrawal,gaming,US,0
1442,44913,11.97,17,0.7371,0.0527,transfer,retail,RU,1
1443,55583,57.04,12,0.1363,0.2213,purchase,retail,GB,0
1444,69852,78.59,21,0.7698,0.5464,transfer,crypto,GB,1
1445,23858,160.69,17,0.1592,0.1437,purchase,retail,DE,0
1446,67447,32.65,23,0.1313,0.2578,purchase,grocery,FR,0
1447,16411,157.77,11,0.1917,0.2002,refund,retail,DE,0
1448,45925,440.13,8,0.9485,0.6701,refund,retail,CN,0
1449,41381,3.09,18,0.2218,0.2564,purchase,travel,CN,0
1450,86820,332.89,16,0.257,0.2498,purchase,retail,GB,0
1451,71130,363.43,7,0.0494,0.1988,purchase,crypto,NL,0
1452,95064,56.93,10,0.0201,0.3601,withdrawal,electronics,DE,0
1453,14035,107.09,13,0.3377,0.2291,purchase,gaming,DE,0
1454,95246,355.56,16,0.4511,0.1439,purchase,travel,US,0
1455,11816,80.23,17,0.2497,0.1466,purchase,grocery,DE,0
1456,82655,29.66,7,0.1642,0.1081,withdrawal,travel,DE,0
1457,17259,14.95,8,0.2345,0.1784,purchase,travel,DE,0
1458,25827,53.96,16,0.3312,0.1069,purchase,electronics,DE,0
